address_found,suburb,postcode,END_LATITUDE,END_LONGITUDE
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495576,-0.206362
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495562,-0.206309
"Cobalt Square, Harleyford Road, Kennington Cross, Vauxhall, London Borough of Lambeth, London, Greater London, England, SE11 5AY, United Kingdom",Vauxhall,SE11 5AY,51.48588,-0.121816
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495615,-0.206158
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495435,-0.206298
"1, Bickenhall Street, Marylebone, London, Greater London, England, W1U 6JA, United Kingdom",Marylebone,W1U 6JA,51.521484,-0.157388
"4, Hornton Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7RW, United Kingdom",Kensington,W8 7RW,51.501073,-0.193315
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495498,-0.206248
"Tresco House, 65, Lisson Grove, Marylebone, London, Greater London, England, NW1 6LR, United Kingdom",Marylebone,NW1 6LR,51.523102,-0.16635
"The Sussex Arms, 21, London Street, Paddington, London, Greater London, England, W2 1TP, United Kingdom",Paddington,W2 1TP,51.514957,-0.173557
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495797,-0.206231
"91-100, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6PX, United Kingdom",Lambeth,SE11 6PX,51.492561,-0.114236
"Virgin Money, 154-158, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7RL, United Kingdom",Kensington,W8 7RL,51.500298,-0.195275
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495664,-0.206187
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495721,-0.20634
"280, West End Lane, West Hampstead, London Borough of Camden, London, Greater London, England, NW6 1JE, United Kingdom",West Hampstead,NW6 1JE,51.552177,-0.191874
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495629,-0.206182
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495627,-0.206245
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495627,-0.206365
"Albany Court, Palmer Street, Westminster, Victoria, London, Greater London, England, SW1H 0AD, United Kingdom",Victoria,SW1H 0AD,51.499566,-0.135558
"Liberty House, 24-26, Ensign Street, East Smithfield, Wapping, London Borough of Tower Hamlets, London, Greater London, England, E1 8JQ, United Kingdom",Wapping,E1 8JQ,51.509738,-0.067234
"Great Marlborough Street, Soho, City of Westminster, Greater London, England, W1F 7HU, United Kingdom",NA,W1F 7HU,51.514833,-0.137339
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495704,-0.206189
"76, Randolph Avenue, Maida Vale, London, Greater London, England, W9 1BG, United Kingdom",Maida Vale,W9 1BG,51.526509,-0.18183
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.504173,-0.217995
"42, Milson Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0LA, United Kingdom",Brook Green,W14 0LA,51.499497,-0.215176
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495697,-0.206172
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495791,-0.20646
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496275,-0.206835
"The Barkers Building, Kensington Church Court, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SG, United Kingdom",Kensington,W8 4SG,51.501806,-0.190888
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495648,-0.2062
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.496958,-0.204724
"Savills Westminster, Seaforth Place, Westminster, Victoria, London, Greater London, England, SW1E 6AE, United Kingdom",Victoria,SW1E 6AE,51.498338,-0.136485
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495621,-0.206011
"Enotecha Rosso, 276-280, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6ND, United Kingdom",Kensington,W8 6ND,51.498597,-0.201122
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495742,-0.206055
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49611,-0.206762
"187, Kentish Town Road, Kentish Town, London Borough of Camden, London, Greater London, England, NW1 8PD, United Kingdom",Kentish Town,NW1 8PD,51.546354,-0.141946
"Belsize Park, Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2AJ, United Kingdom",Belsize Park,NW3 2AJ,51.550182,-0.164353
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495544,-0.206229
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495617,-0.206277
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495486,-0.206219
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495885,-0.206267
"80, Hammersmith Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8TH, United Kingdom",Brook Green,W14 8TH,51.494215,-0.215272
"Clerkenwell Fire Station, 42-44, Rosebery Avenue, Little Italy, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1R 4SQ, United Kingdom",Clerkenwell,EC1R 4SQ,51.52502,-0.110693
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496313,-0.206775
"Village Vet, 75, Masbro' Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0LR, United Kingdom",Brook Green,W14 0LR,51.499767,-0.215654
"W12 Rooms, 54, Uxbridge Road, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8LR, United Kingdom",Shepherd's Bush,W12 8LR,51.504413,-0.219115
"117, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.492278,-0.199595
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495678,-0.206213
"Embassy of Lithuania, 2, Bessborough Gardens, Millbank, London, Greater London, England, SW1P 4PX, United Kingdom",Millbank,SW1P 4PX,51.489312,-0.130665
"Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.488738,-0.129717
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49595,-0.206655
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495638,-0.206179
"Bridgefoot, Vauxhall, London Borough of Lambeth, London, Greater London, England, SW8 1SP, United Kingdom",Vauxhall,SW8 1SP,51.486488,-0.123213
"26, Randolph Crescent, Westbourne Green, Paddington, London, Greater London, England, W9 1DP, United Kingdom",Paddington,W9 1DP,51.526144,-0.181985
"Melbury Dry Cleaners & Launderers, 274, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6ND, United Kingdom",Kensington,W8 6ND,51.498542,-0.200958
"80, North End Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 9ES, United Kingdom",West Kensington,W14 9ES,51.490711,-0.206829
"1, Connaught Square, Marylebone, London, Greater London, England, W2 2HG, United Kingdom",Marylebone,W2 2HG,51.514038,-0.163283
"Tokyo Diner, 2, Newport Place, Chinatown, London, Greater London, England, WC2H 7JJ, United Kingdom",Chinatown,WC2H 7JJ,51.511804,-0.129378
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495604,-0.206098
"Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EF, United Kingdom",Earl's Court,SW5 9EF,51.492568,-0.200123
"Rowland Hill Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2AQ, United Kingdom",Belsize Park,NW3 2AQ,51.5526,-0.167282
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495733,-0.206389
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495675,-0.206331
"62-70, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PE, United Kingdom",South Kensington,W8 4PE,51.502056,-0.190415
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495587,-0.206072
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495545,-0.206184
"Seaforth Place, Westminster, Victoria, London, Greater London, England, SW1E 6AE, United Kingdom",Victoria,SW1E 6AE,51.49845,-0.13661
"Peninsula Apartments, 4, Praed Street, Paddington, London, Greater London, England, W2 1NH, United Kingdom",Paddington,W2 1NH,51.518307,-0.170925
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495635,-0.206265
"John Astor House, Foley Street, East Marylebone, Fitzrovia, Camden Town, City of Westminster, Greater London, England, W1W 7TR, United Kingdom",Fitzrovia,W1W 7TR,51.520126,-0.138683
"Nevern Mansions, 27A, Nevern Square, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TH, United Kingdom",Earl's Court,SW5 9TH,51.491122,-0.197131
"West End House, Hills Place, Soho, City of Westminster, Greater London, England, W1F 7SE, United Kingdom",NA,W1F 7SE,51.51498,-0.140108
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495639,-0.206111
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.49559,-0.205974
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495739,-0.206271
"127, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SF, United Kingdom",Kensington,W8 5SF,51.500845,-0.193271
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495661,-0.206267
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495995,-0.206241
"552, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4NE, United Kingdom",Kensal Town,W10 4NE,51.525859,-0.204543
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495535,-0.205832
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495631,-0.206057
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49581,-0.206395
"Buckingham Mansions, 353, West End Lane, West Hampstead, London Borough of Camden, London, Greater London, England, NW6 1JE, United Kingdom",West Hampstead,NW6 1JE,51.552415,-0.190535
"Zara, 453, Oxford Street, Mayfair, London, Greater London, England, W1C 2AU, United Kingdom",Mayfair,W1C 2AU,51.513855,-0.153943
"Strutton Ground Market, Strutton Ground, Westminster, Millbank, London, Greater London, England, SW1P 2HR, United Kingdom",Millbank,SW1P 2HR,51.496888,-0.133818
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495746,-0.206247
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.497011,-0.20459
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495474,-0.206161
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555343,-0.166045
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495698,-0.206287
"Stanhope Terrace, Paddington, London, Greater London, England, W2 2LZ, United Kingdom",Paddington,W2 2LZ,51.513068,-0.172667
"57, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9UB, United Kingdom",Earl's Court,SW5 9UB,51.49094,-0.197027
"Birkbeck, University of London, Torrington Place, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 7LE, United Kingdom",Bloomsbury,WC1E 7LE,51.522721,-0.131547
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49576,-0.20643
"Belushi's, 15, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8PH, United Kingdom",Shepherd's Bush,W12 8PH,51.504184,-0.217922
"Millbank, London, Greater London, England, SW1P 4RP, United Kingdom",Millbank,SW1P 4RP,51.488832,-0.129415
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495683,-0.206143
"Birkbeck, University of London, Torrington Place, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 7LE, United Kingdom",Bloomsbury,WC1E 7LE,51.522643,-0.13143
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495498,-0.206313
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495666,-0.206124
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495686,-0.206273
"St. Leonard's Road, London Borough of Ealing, London, Greater London, England, NW10 6SY, United Kingdom",NA,NW10 6SY,51.5263,-0.258135
"Ingestre Place, Soho, City of Westminster, Greater London, England, W1F 0HS, United Kingdom",NA,W1F 0HS,51.512855,-0.135055
"A4209, Paddington, London, Greater London, England, W2 3UD, United Kingdom",Paddington,W2 3UD,51.512792,-0.175708
"4, Adam and Eve Mews, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6UG, United Kingdom",Kensington,W8 6UG,51.499628,-0.194559
"Jermyn Street, St. James's, Mayfair, City of Westminster, Greater London, England, SW1Y 4QE, United Kingdom",Mayfair,SW1Y 4QE,51.509276,-0.134201
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495801,-0.206363
"Charles Bell House (UCL), 67-73, Foley Street, East Marylebone, Fitzrovia, Camden Town, City of Westminster, Greater London, England, W1W 7TR, United Kingdom",Fitzrovia,W1W 7TR,51.519678,-0.139283
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49574,-0.206387
"Elms House, 43, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 7BT, United Kingdom",Brook Green,W6 7BT,51.494192,-0.215496
"25, King Street, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 9HW, United Kingdom",Hammersmith,W6 9HW,51.492814,-0.227015
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495703,-0.20636
"1, Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.48885,-0.129592
"Albion, 2-4, Boundary Street, Spitalfields, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E2 7JE, United Kingdom",Whitechapel,E2 7JE,51.524389,-0.076239
"VauxWall East Climbing Centre, 1, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492266,-0.11357
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495527,-0.206085
"Cremorne Road, World's End, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW10 0DG, United Kingdom",Chelsea,SW10 0DG,51.480658,-0.177434
"Hampstead Green, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PP, United Kingdom",Belsize Park,NW3 2PP,51.552538,-0.167565
"Seymour Place, Marylebone, London, Greater London, England, W1H 2NJ, United Kingdom",Marylebone,W1H 2NJ,51.519005,-0.162952
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495668,-0.206348
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495542,-0.206129
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495664,-0.206265
"Kenton Court, 356, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NN, United Kingdom",Kensington,W14 8NN,51.4969,-0.205269
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495839,-0.206312
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495704,-0.205953
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495734,-0.206348
"South Lambeth Road, Vauxhall, London Borough of Lambeth, London, Greater London, England, SW8 1SR, United Kingdom",Vauxhall,SW8 1SR,51.485083,-0.122492
"419a, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4NE, United Kingdom",Kensal Town,W10 4NE,51.525567,-0.204322
"The Dispensary, 19a, Leman Street, East Smithfield, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 8EN, United Kingdom",Whitechapel,E1 8EN,51.514078,-0.070691
"Hilton London Metropole, 225, Edgware Road, Paddington, London, Greater London, England, W2 1JU, United Kingdom",Paddington,W2 1JU,51.519462,-0.171915
"Nevern Mansions, 42, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TJ, United Kingdom",Earl's Court,SW5 9TJ,51.491183,-0.197485
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495609,-0.206374
"Lloyds Bank, 112-114, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SN, United Kingdom",Kensington,W8 4SN,51.501061,-0.193116
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495766,-0.206415
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495738,-0.206387
"Altimus, 176, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7BQ, United Kingdom",Kensington,W8 7BQ,51.499972,-0.196285
"Alexandra Road, Swiss Cottage, South Hampstead, London Borough of Camden, London, Greater London, England, NW8 0SB, United Kingdom",South Hampstead,NW8 0SB,51.540784,-0.178564
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495629,-0.206173
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495656,-0.206329
"NatWest, 48, Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3HX, United Kingdom",Notting Hill,W11 3HX,51.509364,-0.195161
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495907,-0.206577
"101, Victoria Street, Westminster, Victoria, London, Greater London, England, SW1E 6RD, United Kingdom",Victoria,SW1E 6RD,51.497271,-0.136398
"Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8RD, United Kingdom",Kensington,W14 8RD,51.496926,-0.204454
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495713,-0.206317
"Hansard Mews, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 4XX, United Kingdom",Notting Hill,W11 4XX,51.503779,-0.21611
"Curzon, 58, Victoria Street, Westminster, Victoria, London, Greater London, England, SW1E 6AN, United Kingdom",Victoria,SW1E 6AN,51.497645,-0.136508
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495797,-0.205906
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494238,-0.236545
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495755,-0.206225
"Philbeach House, 10-11, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EA, United Kingdom",Earl's Court,SW5 9EA,51.490536,-0.197292
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495545,-0.206407
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495547,-0.206306
"14, Flood Walk, World's End, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 5PP, United Kingdom",Chelsea,SW3 5PP,51.486604,-0.1671
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495697,-0.206276
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494185,-0.236739
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.49563,-0.206105
"Harrods, 87-135, Brompton Road, Knightsbridge, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW1X 7XL, United Kingdom",Knightsbridge,SW1X 7XL,51.499337,-0.164048
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49558,-0.20607
"90, Tottenham Court Road, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 7NZ, United Kingdom",Fitzrovia,W1T 7NZ,51.522052,-0.135951
"Bulgari Hotel, 171, Knightsbridge, London, Greater London, England, SW1X 7PD, United Kingdom",Knightsbridge,SW1X 7PD,51.50142,-0.162757
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495715,-0.20622
"Richoux, 172, Piccadilly, St. James's, Mayfair, London, Greater London, England, W1V 9HA, United Kingdom",Mayfair,W1V 9HA,51.508184,-0.139437
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495814,-0.206466
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495934,-0.206205
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496038,-0.20668
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.497033,-0.204797
"Saunders Street, Kennington Cross, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492564,-0.114319
