address_found,suburb,postcode,START_LATITUDE,START_LONGITUDE
"25, St Mary Abbots Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NX, United Kingdom",Kensington,W14 8NX,51.498087,-0.202936
"8, Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.495442,-0.207087
"59, Melbury Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498562,-0.201247
"8, Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.495467,-0.20707
"Edward House, 2, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495189,-0.206071
"Fleet Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QX, United Kingdom",Belsize Park,NW3 2QX,51.553705,-0.163563
"1, Abingdon Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6AH, United Kingdom",Kensington,W8 6AH,51.499449,-0.197267
"The Kensington Arcade, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SF, United Kingdom",Kensington,W8 5SF,51.500988,-0.192881
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555379,-0.166026
"44-48, Dover Street, St. James's, Mayfair, London, Greater London, England, W1S 4NW, United Kingdom",Mayfair,W1S 4NW,51.50795,-0.141747
"Rodizio Preto, 69-73, Shaftesbury Avenue, Saint Giles, Bloomsbury, City of Westminster, Greater London, England, W1D 6NG, United Kingdom",Bloomsbury,W1D 6NG,51.512144,-0.13171
"Ibberton House, 70, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498204,-0.209514
"Welby, 37, Belsize Avenue, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4AE, United Kingdom",Belsize Park,NW3 4AE,51.550354,-0.168121
"Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.488683,-0.129918
"Westminster Telephone Exchange, 1A, Broadway, Westminster, Millbank, London, Greater London, England, SW1H 0QW, United Kingdom",Millbank,SW1H 0QW,51.497961,-0.133943
"18, Dartmouth Street, Westminster, Millbank, London, Greater London, England, SW1H 9NB, United Kingdom",Millbank,SW1H 9NB,51.499781,-0.132207
"The Crystal Maze LIVE Experience, 22-32, Shaftesbury Avenue, Saint Giles, Bloomsbury, London, Greater London, England, W1D 7EU, United Kingdom",Bloomsbury,W1D 7EU,51.510961,-0.133681
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495719,-0.206156
"Kenton Court, 356, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NW, United Kingdom",Kensington,W14 8NW,51.496697,-0.205485
"Norfolk Square, Paddington, London, Greater London, England, W2 1QW, United Kingdom",Paddington,W2 1QW,51.51643,-0.172207
"Abercorn Place, St. John's Wood, London, Greater London, England, NW8 9XU, United Kingdom",St. John's Wood,NW8 9XU,51.531802,-0.182438
"Criterion Building, 225/229, Piccadilly, St. James's, Mayfair, London, Greater London, England, W1J 9HR, United Kingdom",Mayfair,W1J 9HR,51.509753,-0.133135
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555324,-0.166133
"8, Langler Road, Brondesbury Park, Queen's Park, London Borough of Brent, London, Greater London, England, NW10 5TL, United Kingdom",Queen's Park,NW10 5TL,51.531893,-0.220729
"146-148, Clerkenwell Road, Hatton Garden, Holborn, London Borough of Camden, London, Greater London, England, EC1R 5ET, United Kingdom",Holborn,EC1R 5ET,51.522049,-0.109898
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495631,-0.206209
"72-74, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SE, United Kingdom",Kensington,W8 5SE,51.50211,-0.190897
"203, Ladbroke Grove, Lancaster West Estate, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W10 5LZ, United Kingdom",North Kensington,W10 5LZ,51.51924,-0.211135
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495637,-0.206539
"Kahn Automobiles, 377, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496585,-0.205874
"Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8ND, United Kingdom",Shepherd's Bush,W12 8ND,51.50418,-0.217624
"Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.55399,-0.16532
"1, Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493937,-0.236497
"127, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SF, United Kingdom",Kensington,W8 5SF,51.500959,-0.193234
"RavensWall Climbing Centre, Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UQ, United Kingdom",Hammersmith,W6 0UQ,51.494156,-0.236118
"Chapter White City, 10, Westway, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 0QH, United Kingdom",NA,W12 0QH,51.513661,-0.24853
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555309,-0.166146
"Edward House, 2, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495276,-0.206127
"Holiday Inn, Bolsover Street, East Marylebone, Fitzrovia, Camden Town, City of Westminster, Greater London, England, W1W 5NP, United Kingdom",Fitzrovia,W1W 5NP,51.522286,-0.142403
"Getti, 16-17, Jermyn Street, St. James's, Mayfair, London, Greater London, England, SW1Y 6EE, United Kingdom",Mayfair,SW1Y 6EE,51.509235,-0.13433
"No 1 Coffee London, Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.494,-0.236534
"8, Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.495501,-0.20708
"Brewers Green, Westminster, Victoria, London, Greater London, England, SW1H 0PY, United Kingdom",Victoria,SW1H 0PY,51.498197,-0.135954
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495759,-0.205891
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496426,-0.206466
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555357,-0.166031
"Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.496124,-0.207477
"55, Adolphus Road, Brownswood Park, Stoke Newington, London Borough of Hackney, London, Greater London, England, N4 2AX, United Kingdom",Stoke Newington,N4 2AX,51.568085,-0.097483
"Capital Tower, 91, Waterloo Road, South Bank, Waterloo, London Borough of Lambeth, London, Greater London, England, SE1 8UH, United Kingdom",Waterloo,SE1 8UH,51.503299,-0.110893
"49, Cathcart Road, The Boltons, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW10 9JE, United Kingdom",Brompton,SW10 9JE,51.485829,-0.185846
"The Grosvenor, 79, Grosvenor Road, Millbank, London, Greater London, England, SW1V 3LA, United Kingdom",Millbank,SW1V 3LA,51.486937,-0.130893
"34, Torrington Place, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 7HG, United Kingdom",Bloomsbury,WC1E 7HG,51.522816,-0.131718
"71, Upper Park Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2UJ, United Kingdom",Belsize Park,NW3 2UJ,51.552861,-0.161198
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.554042,-0.165281
"Riverside Gardens, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 9JJ, United Kingdom",Hammersmith,W6 9JJ,51.4919,-0.23222
"140, Randolph Avenue, Maida Vale, London, Greater London, England, W9 1PG, United Kingdom",Maida Vale,W9 1PG,51.52895,-0.184797
"Al Arez Express, 132, Edgware Road, Marylebone, London, Greater London, England, W2 2HX, United Kingdom",Marylebone,W2 2HX,51.516478,-0.164895
"24, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498094,-0.20926
"110, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490571,-0.197246
"Hobson House, 85, Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3HP, United Kingdom",Notting Hill,W11 3HP,51.508833,-0.197081
"Durrels House, Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PP, United Kingdom",Kensington,W14 8PP,51.4959,-0.203362
"Avonmore Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8SA, United Kingdom",West Kensington,W14 8SA,51.493508,-0.204341
"The Beehive, 305, Cambridge Heath Road, Globe Town, Bethnal Green, London Borough of Tower Hamlets, London, Greater London, England, E2 9LH, United Kingdom",Bethnal Green,E2 9LH,51.527999,-0.055481
"Crestfield Hotel, 2-4, Crestfield Street, King's Cross, London Borough of Camden, London, Greater London, England, WC1H 8AT, United Kingdom",King's Cross,WC1H 8AT,51.530133,-0.123077
"Mohsen, 152, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QB, United Kingdom",Kensington,W14 8QB,51.495085,-0.203106
"King Street, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 9HW, United Kingdom",Hammersmith,W6 9HW,51.492581,-0.227227
"Istanbul Restaurant, 9, Stoke Newington Road, Shacklewell, London Borough of Hackney, London, Greater London, England, N16 8BH, United Kingdom",Shacklewell,N16 8BH,51.550889,-0.075182
"Marylebone Road, East Marylebone, Marylebone, Camden Town, City of Westminster, Greater London, England, W1B 1AA, United Kingdom",Marylebone,W1B 1AA,51.52381,-0.146409
"127, Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7TQ, United Kingdom",Notting Hill,W8 7TQ,51.508654,-0.198922
"Kenbrook House, 292, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498216,-0.20164
"Hampstead Heath, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555379,-0.166185
"85, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9UB, United Kingdom",Earl's Court,SW5 9UB,51.491445,-0.198174
"Spenser Street, Westminster, Victoria, London, Greater London, England, SW1E 6AZ, United Kingdom",Victoria,SW1E 6AZ,51.497851,-0.136022
"Hilton London Olympia, 380, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496479,-0.206705
"Piccadilly, St. James's, Mayfair, London, Greater London, England, W1J 7NH, United Kingdom",Mayfair,W1J 7NH,51.505568,-0.145006
"Knightsbridge, Hans Town, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 1ED, United Kingdom",Brompton,SW3 1ED,51.50147,-0.161113
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555339,-0.166005
"Boux Avenue, 494, Oxford Street, Mayfair, London, Greater London, England, W1C 2AU, United Kingdom",Mayfair,W1C 2AU,51.513765,-0.155639
"Bridgeman House, 1, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495584,-0.204878
"20a, Pembroke Square, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6PB, United Kingdom",Kensington,W8 6PB,51.496754,-0.19912
"Belsize Park, Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QL, United Kingdom",Belsize Park,NW3 4QL,51.550193,-0.164245
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493983,-0.236401
"Rosslyn Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 5UL, United Kingdom",Belsize Park,NW3 5UL,51.552796,-0.168229
"Bridgeman House, 1, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495933,-0.204653
"West Side Common, Wimbledon Village, London Borough of Merton, London, Greater London, England, SW19 4UG, United Kingdom",NA,SW19 4UG,51.424234,-0.227903
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494158,-0.236376
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495537,-0.205966
"Station Approach, Old Oak Common, London Borough of Hammersmith and Fulham, London, Greater London, England, NW10 4XA, United Kingdom",NA,NW10 4XA,51.532235,-0.245065
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495728,-0.206181
"Broadway Shopping Centre, Hammersmith Broadway, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 7AB, United Kingdom",Hammersmith,W6 7AB,51.49277,-0.224679
"Harrods, 87-135, Brompton Road, Knightsbridge, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW1X 7XL, United Kingdom",Knightsbridge,SW1X 7XL,51.499029,-0.164076
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555301,-0.166193
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555313,-0.166095
"10, Gorleston Street, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XS, United Kingdom",West Kensington,W14 8XS,51.494439,-0.20953
"11, Keats Grove, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2RP, United Kingdom",Belsize Park,NW3 2RP,51.555945,-0.166961
"Park Lodge, 282, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498393,-0.20136
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493997,-0.236451
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.55538,-0.165988
"Denbigh Street, Pimlico, London, Greater London, England, SW1V 2ES, United Kingdom",Pimlico,SW1V 2ES,51.490719,-0.13956
"Duke of Wellington Place, Belgravia, London, Greater London, England, SW1X 7SH, United Kingdom",Belgravia,SW1X 7SH,51.502454,-0.150173
"Portcullis House, Canon Row, Westminster, Millbank, City of Westminster, Greater London, England, SW1A 2LW, United Kingdom",Millbank,SW1A 2LW,51.501377,-0.12437
"Kensington House Hotel, 15-16, Prince of Wales Terrace, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5PQ, United Kingdom",South Kensington,W8 5PQ,51.501172,-0.185903
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.49558,-0.206289
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555355,-0.166093
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495893,-0.206534
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496303,-0.207463
"35, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490509,-0.199492
"Ibberton House, 70, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.498047,-0.209498
"Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.494012,-0.236418
"Blackfriars Bridge, Blackfriars, City of London, Greater London, England, EC4Y 0DY, United Kingdom",NA,EC4Y 0DY,51.511501,-0.104152
"Harbet Road, Paddington, London, Greater London, England, W2 1JZ, United Kingdom",Paddington,W2 1JZ,51.519597,-0.172113
"15, Hofland Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0LN, United Kingdom",Brook Green,W14 0LN,51.49962,-0.214486
"McLaren London, 100, Knightsbridge, London, Greater London, England, SW1X 7LJ, United Kingdom",Knightsbridge,SW1X 7LJ,51.501777,-0.161125
"13, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.496054,-0.208691
"Wolfe House, 389, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495808,-0.206588
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.49578,-0.206251
"20a, Pembroke Square, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6PB, United Kingdom",Kensington,W8 6PB,51.496808,-0.199157
"Downshire Hill, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 1NX, United Kingdom",Belsize Park,NW3 1NX,51.557231,-0.168127
"67, Wood Lane, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 7DR, United Kingdom",Shepherd's Bush,W12 7DR,51.507814,-0.224655
"72, Randolph Avenue, St. John's Wood, London, Greater London, England, W9 1BE, United Kingdom",St. John's Wood,W9 1BE,51.52647,-0.181704
"1, Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.488994,-0.129861
"Royal Garden Hotel, 2-24, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PT, United Kingdom",South Kensington,W8 4PT,51.502473,-0.187758
"Kenton Court, 356, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NW, United Kingdom",Kensington,W14 8NW,51.496716,-0.205516
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6NA, United Kingdom",Kensington,W8 6NA,51.498859,-0.199698
"VauxWall East Climbing Centre, 1, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.492283,-0.113626
"49, Avonmore Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8RU, United Kingdom",West Kensington,W14 8RU,51.494337,-0.205887
"211, Randolph Avenue, Maida Vale, London, Greater London, England, W9 1PE, United Kingdom",Maida Vale,W9 1PE,51.531824,-0.188392
"41-44, Great Windmill Street, Soho, City of Westminster, Greater London, England, W1D 7LU, United Kingdom",NA,W1D 7LU,51.510996,-0.134164
"Morpeth Arms, 58, Millbank, London, Greater London, England, SW1P 4RW, United Kingdom",Millbank,SW1P 4RW,51.489183,-0.128854
"Station Approach, Sudbury, London Borough of Brent, London, Greater London, England, HA0 2LA, United Kingdom",Sudbury,HA0 2LA,51.55119,-0.315406
"Giacobazzi's, 150, Fleet Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QX, United Kingdom",Belsize Park,NW3 2QX,51.553764,-0.163565
"Meta, 10, Brock Street, Fitzrovia, London Borough of Camden, London, Greater London, England, NW1 3FG, United Kingdom",Fitzrovia,NW1 3FG,51.525756,-0.139467
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495593,-0.2063
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.496987,-0.20462
"Ludwell House, 63, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.499364,-0.210959
"Constantine Road, Maitland Park, Gospel Oak, London Borough of Camden, London, Greater London, England, NW3 2LX, United Kingdom",Gospel Oak,NW3 2LX,51.554833,-0.162521
"62-70, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PE, United Kingdom",South Kensington,W8 4PE,51.502091,-0.190363
"Eastbound Platform 3, Farmer Street, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3JZ, United Kingdom",Notting Hill,W11 3JZ,51.50917,-0.196452
"Lyndhurst House Preparatory School, 24, Lyndhurst Gardens, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 5NW, United Kingdom",Belsize Park,NW3 5NW,51.552512,-0.171927
"Uxbridge Road, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8ND, United Kingdom",Shepherd's Bush,W12 8ND,51.504812,-0.217732
"Kensington Church Walk, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SQ, United Kingdom",Kensington,W8 5SQ,51.501402,-0.191598
"Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QZ, United Kingdom",Kensington,W14 8QZ,51.49656,-0.205181
"Trinity House, 377, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496374,-0.205712
"BARNES, 113-115, Old Brompton Road, The Boltons, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 3LE, United Kingdom",Brompton,SW7 3LE,51.492109,-0.178329
"Westbound Platform 4, Pembridge Gardens, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W2 4EA, United Kingdom",Notting Hill,W2 4EA,51.509094,-0.196243
"Derry and Toms Building, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SH, United Kingdom",Kensington,W8 4SH,51.501352,-0.192159
"J.H. Kenyon, 9, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PN, United Kingdom",Belsize Park,NW3 2PN,51.553627,-0.167791
"M.E.I.C House, 344, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.497185,-0.204794
"Scotch House, Knightsbridge, Hans Town, Brompton, Royal Borough of Kensington and Chelsea, City of Westminster, Greater London, England, SW3 1ED, United Kingdom",Brompton,SW3 1ED,51.501832,-0.160385
"1, Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.488839,-0.129554
"Malet Street, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 7JN, United Kingdom",Bloomsbury,WC1E 7JN,51.522712,-0.131723
"Eco, 2, Holland Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BA, United Kingdom",Kensington,W14 8BA,51.4969,-0.206244
"Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8RA, United Kingdom",Kensington,W14 8RA,51.496974,-0.204548
"Downshire Hill, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 1NX, United Kingdom",Belsize Park,NW3 1NX,51.557296,-0.167957
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.49696,-0.20491
"Grosvenor Road, Millbank, London, Greater London, England, SW1V 3SN, United Kingdom",Millbank,SW1V 3SN,51.487943,-0.130258
"Kahn Automobiles, 377, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496659,-0.20591
"Alexandra Road, Swiss Cottage, South Hampstead, London Borough of Camden, London, Greater London, England, NW8 0SB, United Kingdom",South Hampstead,NW8 0SB,51.540764,-0.178539
"North Wharf Road, Paddington, London, Greater London, England, W2 1NZ, United Kingdom",Paddington,W2 1NZ,51.519391,-0.173084
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496256,-0.20745
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555446,-0.166068
"SW1V 19;SW1V 119, Cumberland Street, Pimlico, London, Greater London, England, SW1V 4LR, United Kingdom",Pimlico,SW1V 4LR,51.489696,-0.145985
"Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8RA, United Kingdom",Kensington,W14 8RA,51.496713,-0.204398
"Hampstead Heath, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.55535,-0.166154
"Belsize Park, Haverstock Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4QL, United Kingdom",Belsize Park,NW3 4QL,51.55044,-0.164632
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.497076,-0.204594
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495933,-0.206328
"Jeroboams, 254, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6DN, United Kingdom",Kensington,W8 6DN,51.498695,-0.200098
